0,1,2
54.0,42.0,1.0
64.0,82.0,1.0
63.0,73.0,1.0
56.0,9.0,1.0
58.0,2.0,1.0
53.0,11.0,1.0
52.0,5.0,1.0
56.0,6.0,1.0
65.0,22.0,1.0
55.0,50.0,1.0
53.0,84.0,1.0
69.0,20.0,1.0
59.0,62.0,1.0
55.0,69.0,1.0
63.0,83.0,1.0
53.0,17.0,1.0
60.0,0.0,1.0
55.0,49.0,1.0
63.0,74.0,1.0
70.0,92.0,1.0
51.0,1.0,1.0
61.0,20.0,1.0
51.0,50.0,1.0
69.0,29.0,1.0
59.0,19.0,1.0
67.0,40.0,1.0
70.0,53.0,1.0
68.0,16.0,1.0
63.0,83.0,1.0
55.0,52.0,1.0
50.0,43.0,1.0
69.0,69.0,1.0
57.0,24.0,1.0
69.0,22.0,1.0
59.0,92.0,1.0
54.0,61.0,1.0
63.0,41.0,1.0
63.0,2.0,1.0
68.0,57.0,1.0
59.0,91.0,1.0
55.0,59.0,1.0
52.0,72.0,1.0
68.0,73.0,1.0
51.0,68.0,1.0
59.0,97.0,1.0
53.0,85.0,1.0
59.0,92.0,1.0
53.0,81.0,1.0
53.0,89.0,1.0
68.0,40.0,1.0
56.0,18.0,1.0
70.0,5.0,1.0
52.0,86.0,1.0
53.0,59.0,1.0
69.0,86.0,1.0
64.0,71.0,1.0
52.0,40.0,1.0
52.0,2.0,1.0
51.0,95.0,1.0
55.0,65.0,1.0
62.0,54.0,1.0
57.0,42.0,1.0
60.0,72.0,1.0
56.0,10.0,1.0
54.0,40.0,1.0
52.0,33.0,1.0
70.0,53.0,1.0
58.0,87.0,1.0
62.0,93.0,1.0
63.0,17.0,1.0
62.0,67.0,1.0
50.0,8.0,1.0
67.0,56.0,1.0
67.0,39.0,1.0
62.0,93.0,1.0
52.0,30.0,1.0
57.0,50.0,1.0
61.0,96.0,1.0
64.0,60.0,1.0
55.0,35.0,1.0
68.0,52.0,1.0
52.0,36.0,1.0
53.0,48.0,1.0
60.0,4.0,1.0
52.0,59.0,1.0
69.0,15.0,1.0
70.0,23.0,1.0
57.0,56.0,1.0
62.0,8.0,1.0
64.0,28.0,1.0
63.0,17.0,1.0
55.0,9.0,1.0
51.0,2.0,1.0
60.0,60.0,1.0
56.0,35.0,1.0
66.0,3.0,1.0
52.0,21.0,1.0
50.0,94.0,1.0
56.0,61.0,1.0
66.0,71.0,1.0
57.0,70.0,1.0
51.0,68.0,1.0
52.0,55.0,1.0
56.0,44.0,1.0
65.0,97.0,1.0
67.0,91.0,1.0
63.0,45.0,1.0
54.0,24.0,1.0
57.0,81.0,1.0
56.0,50.0,1.0
57.0,6.0,1.0
50.0,32.0,1.0
67.0,45.0,1.0
54.0,22.0,1.0
58.0,46.0,1.0
61.0,49.0,1.0
55.0,46.0,1.0
54.0,29.0,1.0
70.0,18.0,1.0
50.0,91.0,1.0
54.0,43.0,1.0
57.0,62.0,1.0
53.0,33.0,1.0
62.0,44.0,1.0
50.0,99.0,1.0
64.0,78.0,1.0
65.0,79.0,1.0
63.0,16.0,1.0
62.0,10.0,1.0
61.0,64.0,1.0
65.0,36.0,1.0
64.0,41.0,1.0
60.0,90.0,1.0
62.0,73.0,1.0
63.0,78.0,1.0
65.0,18.0,1.0
54.0,11.0,1.0
62.0,52.0,1.0
70.0,45.0,1.0
65.0,80.0,1.0
59.0,16.0,1.0
66.0,8.0,1.0
69.0,97.0,1.0
56.0,88.0,1.0
62.0,13.0,1.0
66.0,66.0,1.0
53.0,75.0,1.0
59.0,93.0,1.0
57.0,86.0,1.0
60.0,26.0,1.0
64.0,49.0,1.0
53.0,50.0,1.0
50.0,17.0,1.0
61.0,36.0,1.0
65.0,40.0,1.0
57.0,53.0,1.0
54.0,17.0,1.0
50.0,16.0,1.0
50.0,1.0,1.0
63.0,81.0,1.0
50.0,92.0,1.0
66.0,84.0,1.0
64.0,40.0,1.0
50.0,84.0,1.0
61.0,11.0,1.0
61.0,13.0,1.0
64.0,16.0,1.0
56.0,92.0,1.0
59.0,19.0,1.0
57.0,3.0,1.0
63.0,92.0,1.0
65.0,37.0,1.0
50.0,32.0,1.0
56.0,93.0,1.0
50.0,51.0,1.0
53.0,99.0,1.0
55.0,24.0,1.0
56.0,72.0,1.0
58.0,8.0,1.0
58.0,29.0,1.0
67.0,56.0,1.0
67.0,1.0,1.0
56.0,11.0,1.0
50.0,22.0,1.0
54.0,76.0,1.0
61.0,77.0,1.0
57.0,52.0,1.0
60.0,47.0,1.0
70.0,71.0,1.0
59.0,79.0,1.0
63.0,51.0,1.0
57.0,8.0,1.0
62.0,48.0,1.0
51.0,44.0,1.0
66.0,83.0,1.0
51.0,8.0,1.0
57.0,3.0,1.0
50.0,98.0,1.0
54.0,55.0,1.0
59.0,83.0,1.0
68.0,56.0,1.0
63.0,84.0,1.0
67.0,44.0,1.0
64.0,87.0,1.0
57.0,1.0,1.0
62.0,28.0,1.0
65.0,67.0,1.0
55.0,21.0,1.0
52.0,39.0,1.0
58.0,74.0,1.0
67.0,60.0,1.0
70.0,38.0,1.0
64.0,90.0,1.0
54.0,13.0,1.0
51.0,7.0,1.0
54.0,48.0,1.0
54.0,6.0,1.0
68.0,68.0,1.0
53.0,72.0,1.0
55.0,49.0,1.0
64.0,84.0,1.0
62.0,17.0,1.0
65.0,5.0,1.0
69.0,63.0,1.0
66.0,8.0,1.0
59.0,56.0,1.0
55.0,8.0,1.0
62.0,8.0,1.0
61.0,48.0,1.0
54.0,44.0,1.0
55.0,33.0,1.0
61.0,71.0,1.0
64.0,98.0,1.0
60.0,98.0,1.0
59.0,91.0,1.0
67.0,2.0,1.0
66.0,87.0,1.0
70.0,10.0,1.0
61.0,65.0,1.0
60.0,15.0,1.0
51.0,91.0,1.0
50.0,45.0,1.0
55.0,28.0,1.0
52.0,90.0,1.0
60.0,42.0,1.0
50.0,78.0,1.0
66.0,63.0,1.0
64.0,30.0,1.0
68.0,14.0,1.0
50.0,30.0,1.0
51.0,33.0,1.0
69.0,97.0,1.0
64.0,95.0,1.0
58.0,6.0,1.0
52.0,54.0,1.0
59.0,29.0,1.0
63.0,5.0,1.0
63.0,89.0,1.0
52.0,92.0,1.0
59.0,64.0,1.0
50.0,27.0,1.0
67.0,92.0,1.0
55.0,95.0,1.0
56.0,58.0,1.0
60.0,99.0,1.0
65.0,7.0,1.0
56.0,23.0,1.0
60.0,16.0,1.0
59.0,99.0,1.0
65.0,48.0,1.0
68.0,50.0,1.0
51.0,74.0,1.0
70.0,91.0,1.0
68.0,32.0,1.0
69.0,78.0,1.0
66.0,10.0,1.0
64.0,56.0,1.0
62.0,29.0,1.0
69.0,86.0,1.0
68.0,19.0,1.0
51.0,16.0,1.0
56.0,44.0,1.0
58.0,19.0,1.0
56.0,95.0,1.0
56.0,9.0,1.0
57.0,88.0,1.0
63.0,84.0,1.0
70.0,41.0,1.0
53.0,17.0,1.0
62.0,54.0,1.0
70.0,21.0,1.0
60.0,52.0,1.0
66.0,46.0,1.0
64.0,31.0,1.0
51.0,93.0,1.0
69.0,24.0,1.0
70.0,22.0,1.0
58.0,84.0,1.0
63.0,22.0,1.0
54.0,64.0,1.0
65.0,76.0,1.0
60.0,69.0,1.0
58.0,97.0,1.0
65.0,54.0,1.0
55.0,82.0,1.0
59.0,92.0,1.0
50.0,2.0,1.0
56.0,38.0,1.0
53.0,98.0,1.0
62.0,54.0,1.0
51.0,75.0,1.0
53.0,56.0,1.0
50.0,49.0,1.0
56.0,67.0,1.0
54.0,20.0,1.0
58.0,97.0,1.0
67.0,5.0,1.0
50.0,99.0,1.0
59.0,24.0,1.0
53.0,28.0,1.0
62.0,80.0,1.0
58.0,76.0,1.0
52.0,1.0,1.0
56.0,39.0,1.0
50.0,87.0,1.0
54.0,48.0,1.0
66.0,70.0,1.0
61.0,91.0,1.0
52.0,0.0,1.0
66.0,64.0,1.0
64.0,45.0,1.0
65.0,96.0,1.0
66.0,40.0,1.0
63.0,96.0,1.0
58.0,5.0,1.0
60.0,81.0,1.0
55.0,59.0,1.0
66.0,48.0,1.0
69.0,41.0,1.0
63.0,75.0,1.0
54.0,62.0,1.0
51.0,18.0,1.0
58.0,57.0,1.0
66.0,87.0,1.0
61.0,45.0,1.0
61.0,97.0,1.0
58.0,54.0,1.0
59.0,41.0,1.0
50.0,43.0,1.0
69.0,59.0,1.0
54.0,4.0,1.0
60.0,32.0,1.0
54.0,42.0,1.0
68.0,63.0,1.0
54.0,93.0,1.0
56.0,92.0,1.0
70.0,95.0,1.0
64.0,100.0,1.0
66.0,16.0,1.0
54.0,2.0,1.0
63.0,49.0,1.0
50.0,77.0,1.0
53.0,23.0,1.0
51.0,39.0,1.0
68.0,2.0,1.0
61.0,68.0,1.0
67.0,39.0,1.0
61.0,39.0,1.0
53.0,63.0,1.0
52.0,68.0,1.0
60.0,6.0,1.0
68.0,98.0,1.0
66.0,91.0,1.0
54.0,16.0,1.0
53.0,98.0,1.0
62.0,89.0,1.0
59.0,85.0,1.0
50.0,73.0,1.0
70.0,99.0,1.0
69.0,16.0,1.0
61.0,51.0,1.0
60.0,32.0,1.0
59.0,25.0,1.0
65.0,3.0,1.0
66.0,35.0,1.0
54.0,93.0,1.0
53.0,81.0,1.0
61.0,100.0,1.0
59.0,90.0,1.0
59.0,100.0,1.0
55.0,11.0,1.0
58.0,51.0,1.0
50.0,40.0,1.0
52.0,31.0,1.0
52.0,89.0,1.0
58.0,25.0,1.0
67.0,80.0,1.0
51.0,46.0,1.0
58.0,22.0,1.0
58.0,77.0,1.0
69.0,31.0,1.0
69.0,58.0,1.0
69.0,3.0,1.0
53.0,39.0,1.0
60.0,78.0,1.0
30.0,116.0,1.0
83.0,110.0,1.0
88.0,118.0,1.0
87.0,113.0,1.0
40.0,118.0,1.0
44.0,104.0,1.0
89.0,110.0,1.0
69.0,113.0,1.0
46.0,110.0,1.0
61.0,119.0,1.0
59.0,113.0,1.0
33.0,118.0,1.0
32.0,120.0,1.0
70.0,115.0,1.0
61.0,110.0,1.0
90.0,117.0,1.0
50.0,111.0,1.0
35.0,102.0,1.0
32.0,115.0,1.0
53.0,117.0,1.0
54.0,117.0,1.0
61.0,113.0,1.0
55.0,101.0,1.0
79.0,105.0,1.0
41.0,112.0,1.0
66.0,108.0,1.0
31.0,117.0,1.0
54.0,117.0,1.0
39.0,109.0,1.0
89.0,120.0,1.0
34.0,100.0,1.0
86.0,112.0,1.0
43.0,100.0,1.0
42.0,107.0,1.0
60.0,113.0,1.0
57.0,111.0,1.0
35.0,113.0,1.0
69.0,114.0,1.0
36.0,104.0,1.0
39.0,112.0,1.0
90.0,100.0,1.0
43.0,119.0,1.0
35.0,112.0,1.0
54.0,102.0,1.0
88.0,116.0,1.0
61.0,101.0,1.0
52.0,112.0,1.0
38.0,114.0,1.0
32.0,110.0,1.0
64.0,104.0,1.0
76.0,107.0,1.0
62.0,118.0,1.0
44.0,100.0,1.0
71.0,100.0,1.0
34.0,100.0,1.0
33.0,101.0,1.0
33.0,103.0,1.0
89.0,102.0,1.0
60.0,117.0,1.0
66.0,105.0,1.0
71.0,120.0,1.0
67.0,120.0,1.0
63.0,110.0,1.0
40.0,109.0,1.0
75.0,114.0,1.0
89.0,116.0,1.0
79.0,118.0,1.0
49.0,100.0,1.0
35.0,111.0,1.0
88.0,102.0,1.0
52.0,102.0,1.0
41.0,110.0,1.0
70.0,119.0,1.0
33.0,114.0,1.0
72.0,106.0,1.0
72.0,103.0,1.0
73.0,105.0,1.0
34.0,119.0,1.0
46.0,100.0,1.0
84.0,107.0,1.0
51.0,119.0,1.0
85.0,112.0,1.0
87.0,118.0,1.0
73.0,101.0,1.0
85.0,106.0,1.0
32.0,109.0,1.0
53.0,102.0,1.0
62.0,120.0,1.0
60.0,117.0,1.0
35.0,105.0,1.0
77.0,117.0,1.0
30.0,111.0,1.0
30.0,114.0,1.0
43.0,113.0,1.0
87.0,119.0,1.0
79.0,108.0,1.0
77.0,102.0,1.0
88.0,103.0,1.0
69.0,119.0,1.0
49.0,120.0,1.0
54.0,103.0,1.0
77.0,117.0,1.0
43.0,114.0,1.0
87.0,103.0,1.0
84.0,111.0,1.0
31.0,103.0,1.0
76.0,109.0,1.0
38.0,120.0,1.0
86.0,114.0,1.0
65.0,100.0,1.0
51.0,118.0,1.0
86.0,105.0,1.0
42.0,104.0,1.0
46.0,120.0,1.0
58.0,104.0,1.0
35.0,100.0,1.0
66.0,112.0,1.0
55.0,104.0,1.0
88.0,115.0,1.0
62.0,120.0,1.0
82.0,100.0,1.0
81.0,105.0,1.0
69.0,112.0,1.0
45.0,102.0,1.0
81.0,105.0,1.0
80.0,100.0,1.0
66.0,111.0,1.0
85.0,103.0,1.0
56.0,119.0,1.0
61.0,100.0,1.0
51.0,115.0,1.0
63.0,107.0,1.0
83.0,107.0,1.0
66.0,118.0,1.0
58.0,109.0,1.0
75.0,111.0,1.0
85.0,110.0,1.0
42.0,101.0,1.0
30.0,117.0,1.0
48.0,118.0,1.0
76.0,107.0,1.0
69.0,107.0,1.0
55.0,115.0,1.0
53.0,107.0,1.0
48.0,100.0,1.0
68.0,120.0,1.0
71.0,105.0,1.0
55.0,113.0,1.0
46.0,100.0,1.0
66.0,120.0,1.0
33.0,115.0,1.0
53.0,116.0,1.0
53.0,113.0,1.0
57.0,109.0,1.0
89.0,118.0,1.0
82.0,110.0,1.0
31.0,110.0,1.0
48.0,100.0,1.0
85.0,105.0,1.0
49.0,100.0,1.0
35.0,106.0,1.0
70.0,100.0,1.0
53.0,103.0,1.0
33.0,103.0,1.0
90.0,103.0,1.0
38.0,107.0,1.0
45.0,100.0,1.0
78.0,103.0,1.0
84.0,110.0,1.0
82.0,115.0,1.0
36.0,120.0,1.0
85.0,118.0,1.0
60.0,116.0,1.0
46.0,119.0,1.0
43.0,106.0,1.0
82.0,109.0,1.0
82.0,109.0,1.0
71.0,109.0,1.0
70.0,117.0,1.0
80.0,106.0,1.0
50.0,105.0,1.0
66.0,105.0,1.0
73.0,110.0,1.0
48.0,120.0,1.0
48.0,101.0,1.0
50.0,115.0,1.0
63.0,101.0,1.0
71.0,113.0,1.0
82.0,102.0,1.0
51.0,120.0,1.0
88.0,111.0,1.0
89.0,120.0,1.0
51.0,113.0,1.0
84.0,117.0,1.0
80.0,114.0,1.0
85.0,117.0,1.0
59.0,107.0,1.0
55.0,110.0,1.0
59.0,101.0,1.0
90.0,107.0,1.0
38.0,103.0,1.0
48.0,100.0,1.0
47.0,107.0,1.0
50.0,105.0,1.0
74.0,118.0,1.0
69.0,113.0,1.0
34.0,113.0,1.0
77.0,102.0,1.0
77.0,104.0,1.0
89.0,113.0,1.0
38.0,118.0,1.0
36.0,120.0,1.0
64.0,106.0,1.0
67.0,110.0,1.0
39.0,117.0,1.0
70.0,116.0,1.0
58.0,104.0,1.0
76.0,100.0,1.0
45.0,117.0,1.0
71.0,110.0,1.0
36.0,115.0,1.0
78.0,112.0,1.0
74.0,120.0,1.0
51.0,120.0,1.0
57.0,110.0,1.0
86.0,118.0,1.0
45.0,110.0,1.0
54.0,109.0,1.0
36.0,100.0,1.0
80.0,119.0,1.0
73.0,113.0,1.0
70.0,113.0,1.0
45.0,115.0,1.0
64.0,104.0,1.0
71.0,119.0,1.0
67.0,111.0,1.0
75.0,104.0,1.0
69.0,102.0,1.0
46.0,105.0,1.0
32.0,107.0,1.0
66.0,104.0,1.0
34.0,108.0,1.0
63.0,104.0,1.0
71.0,105.0,1.0
75.0,115.0,1.0
71.0,115.0,1.0
76.0,109.0,1.0
64.0,106.0,1.0
85.0,107.0,1.0
52.0,107.0,1.0
57.0,102.0,1.0
71.0,113.0,1.0
52.0,104.0,1.0
84.0,118.0,1.0
76.0,103.0,1.0
42.0,113.0,1.0
51.0,104.0,1.0
90.0,107.0,1.0
33.0,106.0,1.0
88.0,113.0,1.0
60.0,119.0,1.0
79.0,119.0,1.0
44.0,118.0,1.0
40.0,117.0,1.0
82.0,116.0,1.0
89.0,113.0,1.0
33.0,107.0,1.0
57.0,117.0,1.0
53.0,111.0,1.0
31.0,107.0,1.0
48.0,109.0,1.0
51.0,110.0,1.0
79.0,116.0,1.0
56.0,114.0,1.0
52.0,117.0,1.0
51.0,111.0,1.0
66.0,100.0,1.0
64.0,110.0,1.0
46.0,109.0,1.0
36.0,102.0,1.0
84.0,118.0,1.0
67.0,116.0,1.0
76.0,101.0,1.0
67.0,101.0,1.0
87.0,104.0,1.0
54.0,100.0,1.0
54.0,120.0,1.0
34.0,108.0,1.0
67.0,117.0,1.0
77.0,108.0,1.0
85.0,105.0,1.0
62.0,120.0,1.0
53.0,113.0,1.0
32.0,108.0,1.0
86.0,110.0,1.0
74.0,110.0,1.0
81.0,107.0,1.0
55.0,104.0,1.0
46.0,119.0,1.0
43.0,113.0,1.0
39.0,112.0,1.0
73.0,112.0,1.0
85.0,110.0,1.0
65.0,111.0,1.0
66.0,111.0,1.0
55.0,102.0,1.0
78.0,106.0,1.0
54.0,118.0,1.0
71.0,103.0,1.0
79.0,103.0,1.0
84.0,119.0,1.0
76.0,118.0,1.0
79.0,112.0,1.0
84.0,106.0,1.0
87.0,102.0,1.0
75.0,110.0,1.0
31.0,116.0,1.0
37.0,118.0,1.0
31.0,118.0,1.0
67.0,112.0,1.0
32.0,101.0,1.0
62.0,112.0,1.0
66.0,107.0,1.0
34.0,119.0,1.0
66.0,100.0,1.0
36.0,108.0,1.0
63.0,112.0,1.0
69.0,114.0,1.0
83.0,107.0,1.0
48.0,101.0,1.0
81.0,119.0,1.0
39.0,120.0,1.0
81.0,114.0,1.0
59.0,106.0,1.0
54.0,105.0,1.0
53.0,112.0,1.0
54.0,104.0,1.0
32.0,108.0,1.0
37.0,106.0,1.0
81.0,111.0,1.0
40.0,105.0,1.0
69.0,113.0,1.0
35.0,117.0,1.0
53.0,107.0,1.0
69.0,108.0,1.0
63.0,107.0,1.0
36.0,106.0,1.0
37.0,100.0,1.0
76.0,107.0,1.0
80.0,100.0,1.0
65.0,102.0,1.0
68.0,118.0,1.0
90.0,103.0,1.0
73.0,110.0,1.0
45.0,108.0,1.0
77.0,112.0,1.0
39.0,120.0,1.0
44.0,106.0,1.0
39.0,100.0,1.0
65.0,102.0,1.0
68.0,105.0,1.0
73.0,114.0,1.0
57.0,105.0,1.0
83.0,113.0,1.0
43.0,113.0,1.0
58.0,113.0,1.0
50.0,111.0,1.0
48.0,111.0,1.0
53.0,116.0,1.0
60.0,111.0,1.0
62.0,117.0,1.0
33.0,100.0,1.0
56.0,116.0,1.0
43.0,113.0,1.0
76.0,114.0,1.0
36.0,102.0,1.0
56.0,114.0,1.0
90.0,112.0,1.0
84.0,120.0,1.0
50.0,104.0,1.0
34.0,112.0,1.0
65.0,110.0,1.0
68.0,106.0,1.0
44.0,110.0,1.0
44.0,113.0,1.0
65.0,100.0,1.0
52.0,118.0,1.0
47.0,104.0,1.0
47.0,114.0,1.0
90.0,111.0,1.0
31.0,119.0,1.0
57.0,107.0,1.0
69.0,117.0,1.0
46.0,118.0,1.0
40.0,102.0,1.0
52.0,108.0,1.0
68.0,112.0,1.0
41.0,102.0,1.0
49.0,120.0,1.0
40.0,100.0,1.0
33.0,114.0,1.0
79.0,103.0,1.0
63.0,112.0,1.0
65.0,112.0,1.0
38.0,106.0,1.0
84.0,113.0,1.0
73.0,116.0,1.0
41.0,119.0,1.0
61.0,102.0,1.0
85.0,103.0,1.0
55.0,115.0,1.0
90.0,107.0,1.0
58.0,114.0,1.0
39.0,115.0,1.0
73.0,107.0,1.0
67.0,103.0,1.0
64.0,117.0,1.0
88.0,108.0,1.0
67.0,120.0,1.0
51.0,106.0,1.0
64.0,104.0,1.0
56.0,117.0,1.0
63.0,106.0,1.0
86.0,114.0,1.0
38.0,118.0,1.0
31.0,105.0,1.0
32.0,110.0,1.0
75.0,111.0,1.0
36.0,119.0,1.0
51.0,108.0,1.0
90.0,109.0,1.0
73.0,100.0,1.0
31.0,108.0,1.0
90.0,116.0,1.0
38.0,117.0,1.0
53.0,108.0,1.0
87.0,114.0,1.0
88.0,105.0,1.0
87.0,112.0,1.0
61.0,112.0,1.0
67.0,103.0,1.0
88.0,115.0,1.0
80.0,120.0,1.0
60.0,107.0,1.0
81.0,120.0,1.0
48.0,112.0,1.0
35.0,120.0,1.0
65.0,103.0,1.0
32.0,120.0,1.0
76.0,111.0,1.0
62.0,100.0,1.0
68.0,111.0,1.0
51.0,100.0,1.0
75.0,109.0,1.0
60.0,110.0,1.0
89.0,102.0,1.0
37.0,100.0,1.0
64.0,107.0,1.0
89.0,106.0,1.0
68.0,103.0,1.0
46.0,116.0,1.0
58.0,106.0,1.0
39.0,118.0,1.0
47.0,104.0,1.0
58.0,117.0,1.0
70.0,119.0,1.0
38.0,105.0,1.0
70.0,118.0,1.0
90.0,105.0,1.0
31.0,118.0,1.0
59.0,112.0,1.0
88.0,120.0,1.0
42.0,104.0,1.0
85.0,106.0,1.0
31.0,115.0,1.0
87.0,106.0,1.0
72.0,103.0,1.0
63.0,118.0,1.0
75.0,108.0,1.0
69.0,110.0,1.0
47.0,104.0,1.0
50.0,119.0,1.0
64.0,110.0,1.0
70.0,111.0,1.0
76.0,117.0,1.0
51.0,106.0,1.0
53.0,117.0,1.0
76.0,105.0,1.0
71.0,108.0,1.0
52.0,104.0,1.0
45.0,107.0,1.0
31.0,114.0,1.0
50.0,117.0,1.0
74.0,116.0,1.0
85.0,120.0,1.0
58.0,105.0,1.0
88.0,104.0,1.0
80.0,116.0,1.0
78.0,103.0,1.0
68.0,111.0,1.0
64.0,13.0,1.0
41.0,15.0,1.0
82.0,20.0,1.0
53.0,9.0,1.0
56.0,9.0,1.0
86.0,8.0,1.0
47.0,8.0,1.0
68.0,4.0,1.0
77.0,0.0,1.0
80.0,0.0,1.0
73.0,17.0,1.0
65.0,0.0,1.0
88.0,16.0,1.0
73.0,0.0,1.0
70.0,14.0,1.0
34.0,20.0,1.0
57.0,16.0,1.0
63.0,19.0,1.0
49.0,7.0,1.0
76.0,3.0,1.0
83.0,9.0,1.0
45.0,2.0,1.0
62.0,20.0,1.0
64.0,14.0,1.0
86.0,1.0,1.0
69.0,14.0,1.0
79.0,14.0,1.0
46.0,15.0,1.0
90.0,11.0,1.0
72.0,4.0,1.0
34.0,7.0,1.0
34.0,16.0,1.0
67.0,5.0,1.0
36.0,12.0,1.0
30.0,17.0,1.0
51.0,12.0,1.0
73.0,10.0,1.0
69.0,11.0,1.0
48.0,10.0,1.0
33.0,14.0,1.0
45.0,8.0,1.0
84.0,11.0,1.0
87.0,3.0,1.0
84.0,13.0,1.0
75.0,15.0,1.0
37.0,18.0,1.0
41.0,3.0,1.0
52.0,18.0,1.0
55.0,9.0,1.0
42.0,19.0,1.0
52.0,11.0,1.0
75.0,9.0,1.0
61.0,4.0,1.0
41.0,7.0,1.0
46.0,6.0,1.0
84.0,6.0,1.0
32.0,13.0,1.0
77.0,2.0,1.0
70.0,15.0,1.0
72.0,6.0,1.0
72.0,13.0,1.0
47.0,15.0,1.0
31.0,18.0,1.0
66.0,9.0,1.0
59.0,11.0,1.0
57.0,12.0,1.0
33.0,16.0,1.0
84.0,19.0,1.0
79.0,3.0,1.0
55.0,10.0,1.0
48.0,19.0,1.0
84.0,7.0,1.0
58.0,5.0,1.0
80.0,19.0,1.0
35.0,2.0,1.0
38.0,20.0,1.0
39.0,3.0,1.0
59.0,14.0,1.0
71.0,12.0,1.0
90.0,5.0,1.0
59.0,7.0,1.0
86.0,9.0,1.0
46.0,19.0,1.0
78.0,17.0,1.0
89.0,13.0,1.0
42.0,14.0,1.0
37.0,16.0,1.0
53.0,6.0,1.0
42.0,0.0,1.0
78.0,18.0,1.0
56.0,4.0,1.0
31.0,2.0,1.0
35.0,1.0,1.0
61.0,15.0,1.0
38.0,16.0,1.0
90.0,15.0,1.0
49.0,7.0,1.0
60.0,5.0,1.0
86.0,18.0,1.0
80.0,5.0,1.0
31.0,15.0,1.0
36.0,20.0,1.0
71.0,5.0,1.0
53.0,7.0,1.0
53.0,5.0,1.0
82.0,12.0,1.0
60.0,18.0,1.0
59.0,6.0,1.0
88.0,5.0,1.0
37.0,1.0,1.0
56.0,15.0,1.0
45.0,8.0,1.0
62.0,10.0,1.0
62.0,14.0,1.0
43.0,20.0,1.0
41.0,3.0,1.0
53.0,5.0,1.0
39.0,11.0,1.0
47.0,1.0,1.0
56.0,13.0,1.0
90.0,11.0,1.0
49.0,3.0,1.0
39.0,4.0,1.0
35.0,17.0,1.0
52.0,17.0,1.0
82.0,10.0,1.0
55.0,2.0,1.0
34.0,13.0,1.0
88.0,10.0,1.0
62.0,6.0,1.0
80.0,8.0,1.0
90.0,13.0,1.0
60.0,18.0,1.0
44.0,16.0,1.0
63.0,0.0,1.0
37.0,4.0,1.0
88.0,9.0,1.0
59.0,8.0,1.0
82.0,20.0,1.0
69.0,3.0,1.0
47.0,1.0,1.0
71.0,13.0,1.0
65.0,15.0,1.0
47.0,3.0,1.0
88.0,3.0,1.0
70.0,1.0,1.0
50.0,18.0,1.0
45.0,1.0,1.0
31.0,17.0,1.0
71.0,13.0,1.0
55.0,7.0,1.0
31.0,4.0,1.0
89.0,20.0,1.0
48.0,18.0,1.0
51.0,5.0,1.0
81.0,3.0,1.0
42.0,3.0,1.0
52.0,18.0,1.0
80.0,2.0,1.0
72.0,19.0,1.0
55.0,4.0,1.0
63.0,4.0,1.0
63.0,11.0,1.0
84.0,2.0,1.0
77.0,8.0,1.0
