0,1,2
64.0,163.0,1.0
60.0,127.0,1.0
54.0,193.0,1.0
63.0,131.0,1.0
60.0,186.0,1.0
53.0,189.0,1.0
58.0,154.0,1.0
50.0,105.0,1.0
50.0,120.0,1.0
67.0,109.0,1.0
54.0,175.0,1.0
55.0,123.0,1.0
58.0,192.0,1.0
50.0,189.0,1.0
55.0,140.0,1.0
61.0,104.0,1.0
67.0,154.0,1.0
58.0,179.0,1.0
62.0,138.0,1.0
58.0,127.0,1.0
55.0,182.0,1.0
65.0,112.0,1.0
69.0,137.0,1.0
58.0,199.0,1.0
52.0,118.0,1.0
64.0,167.0,1.0
64.0,164.0,1.0
69.0,162.0,1.0
63.0,112.0,1.0
51.0,144.0,1.0
67.0,175.0,1.0
64.0,112.0,1.0
51.0,198.0,1.0
57.0,191.0,1.0
56.0,149.0,1.0
54.0,112.0,1.0
65.0,191.0,1.0
64.0,130.0,1.0
69.0,113.0,1.0
62.0,125.0,1.0
58.0,126.0,1.0
65.0,127.0,1.0
69.0,182.0,1.0
50.0,147.0,1.0
57.0,181.0,1.0
64.0,158.0,1.0
62.0,171.0,1.0
63.0,107.0,1.0
68.0,157.0,1.0
63.0,118.0,1.0
65.0,155.0,1.0
69.0,114.0,1.0
59.0,173.0,1.0
53.0,161.0,1.0
61.0,124.0,1.0
66.0,193.0,1.0
56.0,141.0,1.0
56.0,130.0,1.0
61.0,100.0,1.0
61.0,178.0,1.0
57.0,150.0,1.0
63.0,152.0,1.0
57.0,145.0,1.0
51.0,141.0,1.0
64.0,126.0,1.0
62.0,129.0,1.0
54.0,155.0,1.0
63.0,189.0,1.0
69.0,123.0,1.0
68.0,185.0,1.0
65.0,190.0,1.0
58.0,166.0,1.0
63.0,196.0,1.0
58.0,147.0,1.0
54.0,132.0,1.0
65.0,125.0,1.0
50.0,119.0,1.0
61.0,199.0,1.0
52.0,135.0,1.0
52.0,130.0,1.0
50.0,158.0,1.0
65.0,105.0,1.0
65.0,128.0,1.0
59.0,126.0,1.0
67.0,159.0,1.0
51.0,119.0,1.0
66.0,116.0,1.0
56.0,172.0,1.0
60.0,177.0,1.0
65.0,144.0,1.0
60.0,137.0,1.0
69.0,115.0,1.0
69.0,114.0,1.0
59.0,148.0,1.0
67.0,110.0,1.0
61.0,176.0,1.0
66.0,163.0,1.0
54.0,171.0,1.0
50.0,182.0,1.0
65.0,152.0,1.0
66.0,187.0,1.0
50.0,116.0,1.0
56.0,133.0,1.0
63.0,152.0,1.0
52.0,149.0,1.0
50.0,122.0,1.0
57.0,122.0,1.0
54.0,154.0,1.0
56.0,120.0,1.0
56.0,180.0,1.0
66.0,172.0,1.0
59.0,187.0,1.0
50.0,155.0,1.0
58.0,147.0,1.0
52.0,137.0,1.0
67.0,109.0,1.0
65.0,114.0,1.0
56.0,181.0,1.0
69.0,126.0,1.0
64.0,148.0,1.0
53.0,149.0,1.0
62.0,119.0,1.0
58.0,172.0,1.0
58.0,129.0,1.0
58.0,180.0,1.0
54.0,101.0,1.0
55.0,111.0,1.0
55.0,198.0,1.0
57.0,174.0,1.0
51.0,158.0,1.0
65.0,172.0,1.0
57.0,108.0,1.0
62.0,100.0,1.0
67.0,125.0,1.0
56.0,116.0,1.0
65.0,153.0,1.0
65.0,147.0,1.0
54.0,196.0,1.0
59.0,120.0,1.0
68.0,120.0,1.0
57.0,174.0,1.0
69.0,146.0,1.0
68.0,103.0,1.0
63.0,175.0,1.0
51.0,152.0,1.0
61.0,175.0,1.0
52.0,156.0,1.0
62.0,171.0,1.0
63.0,170.0,1.0
66.0,159.0,1.0
53.0,113.0,1.0
65.0,139.0,1.0
63.0,153.0,1.0
57.0,164.0,1.0
54.0,175.0,1.0
54.0,198.0,1.0
66.0,167.0,1.0
68.0,181.0,1.0
56.0,114.0,1.0
64.0,115.0,1.0
62.0,139.0,1.0
57.0,143.0,1.0
50.0,143.0,1.0
59.0,180.0,1.0
52.0,113.0,1.0
51.0,159.0,1.0
54.0,121.0,1.0
58.0,137.0,1.0
63.0,106.0,1.0
56.0,108.0,1.0
53.0,133.0,1.0
56.0,179.0,1.0
58.0,153.0,1.0
66.0,115.0,1.0
62.0,125.0,1.0
59.0,108.0,1.0
64.0,146.0,1.0
67.0,107.0,1.0
63.0,147.0,1.0
67.0,159.0,1.0
68.0,140.0,1.0
56.0,172.0,1.0
61.0,127.0,1.0
53.0,131.0,1.0
54.0,191.0,1.0
56.0,138.0,1.0
54.0,142.0,1.0
60.0,154.0,1.0
54.0,195.0,1.0
58.0,151.0,1.0
53.0,118.0,1.0
56.0,107.0,1.0
59.0,135.0,1.0
62.0,112.0,1.0
57.0,137.0,1.0
64.0,178.0,1.0
68.0,108.0,1.0
56.0,156.0,1.0
55.0,108.0,1.0
60.0,122.0,1.0
59.0,159.0,1.0
56.0,182.0,1.0
63.0,177.0,1.0
59.0,167.0,1.0
59.0,190.0,1.0
52.0,181.0,1.0
62.0,101.0,1.0
60.0,139.0,1.0
58.0,140.0,1.0
55.0,197.0,1.0
54.0,138.0,1.0
50.0,151.0,1.0
58.0,119.0,1.0
51.0,160.0,1.0
52.0,166.0,1.0
56.0,187.0,1.0
59.0,113.0,1.0
65.0,151.0,1.0
58.0,170.0,1.0
50.0,117.0,1.0
63.0,158.0,1.0
61.0,196.0,1.0
60.0,109.0,1.0
54.0,108.0,1.0
60.0,122.0,1.0
54.0,177.0,1.0
65.0,121.0,1.0
68.0,200.0,1.0
54.0,179.0,1.0
68.0,200.0,1.0
68.0,183.0,1.0
52.0,102.0,1.0
55.0,101.0,1.0
50.0,162.0,1.0
57.0,104.0,1.0
66.0,159.0,1.0
67.0,178.0,1.0
65.0,111.0,1.0
68.0,199.0,1.0
51.0,159.0,1.0
67.0,199.0,1.0
53.0,177.0,1.0
68.0,177.0,1.0
59.0,193.0,1.0
66.0,190.0,1.0
53.0,137.0,1.0
68.0,160.0,1.0
60.0,174.0,1.0
57.0,109.0,1.0
59.0,119.0,1.0
58.0,104.0,1.0
67.0,166.0,1.0
54.0,113.0,1.0
54.0,194.0,1.0
51.0,152.0,1.0
69.0,185.0,1.0
66.0,151.0,1.0
53.0,140.0,1.0
65.0,112.0,1.0
63.0,173.0,1.0
62.0,120.0,1.0
53.0,129.0,1.0
66.0,120.0,1.0
58.0,103.0,1.0
52.0,179.0,1.0
62.0,127.0,1.0
56.0,182.0,1.0
56.0,124.0,1.0
56.0,100.0,1.0
67.0,102.0,1.0
62.0,149.0,1.0
51.0,154.0,1.0
60.0,129.0,1.0
59.0,136.0,1.0
64.0,136.0,1.0
67.0,142.0,1.0
62.0,155.0,1.0
69.0,193.0,1.0
67.0,196.0,1.0
54.0,103.0,1.0
66.0,188.0,1.0
54.0,115.0,1.0
67.0,193.0,1.0
60.0,143.0,1.0
66.0,144.0,1.0
66.0,177.0,1.0
52.0,158.0,1.0
68.0,147.0,1.0
61.0,155.0,1.0
87.0,196.0,1.0
93.0,197.0,1.0
99.0,157.0,1.0
85.0,178.0,1.0
82.0,113.0,1.0
98.0,154.0,1.0
86.0,147.0,1.0
92.0,170.0,1.0
84.0,183.0,1.0
81.0,168.0,1.0
100.0,179.0,1.0
86.0,197.0,1.0
83.0,141.0,1.0
90.0,109.0,1.0
86.0,134.0,1.0
83.0,103.0,1.0
94.0,174.0,1.0
83.0,152.0,1.0
92.0,117.0,1.0
96.0,138.0,1.0
89.0,197.0,1.0
82.0,111.0,1.0
97.0,144.0,1.0
96.0,134.0,1.0
86.0,150.0,1.0
83.0,164.0,1.0
88.0,160.0,1.0
99.0,171.0,1.0
83.0,167.0,1.0
88.0,134.0,1.0
82.0,187.0,1.0
92.0,105.0,1.0
92.0,194.0,1.0
89.0,127.0,1.0
97.0,104.0,1.0
88.0,173.0,1.0
93.0,161.0,1.0
85.0,148.0,1.0
93.0,141.0,1.0
93.0,145.0,1.0
94.0,194.0,1.0
100.0,116.0,1.0
93.0,167.0,1.0
85.0,142.0,1.0
99.0,192.0,1.0
86.0,185.0,1.0
90.0,155.0,1.0
92.0,134.0,1.0
86.0,121.0,1.0
94.0,167.0,1.0
93.0,148.0,1.0
95.0,180.0,1.0
86.0,125.0,1.0
89.0,184.0,1.0
99.0,180.0,1.0
83.0,149.0,1.0
91.0,196.0,1.0
93.0,155.0,1.0
92.0,162.0,1.0
92.0,185.0,1.0
89.0,142.0,1.0
84.0,139.0,1.0
96.0,151.0,1.0
85.0,130.0,1.0
88.0,130.0,1.0
97.0,186.0,1.0
97.0,126.0,1.0
99.0,102.0,1.0
92.0,128.0,1.0
99.0,195.0,1.0
90.0,192.0,1.0
100.0,190.0,1.0
89.0,195.0,1.0
81.0,106.0,1.0
100.0,150.0,1.0
88.0,127.0,1.0
87.0,116.0,1.0
97.0,143.0,1.0
83.0,145.0,1.0
92.0,134.0,1.0
88.0,140.0,1.0
94.0,123.0,1.0
92.0,144.0,1.0
90.0,127.0,1.0
85.0,122.0,1.0
98.0,173.0,1.0
95.0,129.0,1.0
86.0,183.0,1.0
86.0,128.0,1.0
97.0,130.0,1.0
96.0,124.0,1.0
88.0,100.0,1.0
92.0,111.0,1.0
87.0,142.0,1.0
100.0,116.0,1.0
85.0,155.0,1.0
96.0,116.0,1.0
97.0,110.0,1.0
86.0,157.0,1.0
83.0,147.0,1.0
81.0,179.0,1.0
97.0,127.0,1.0
85.0,138.0,1.0
95.0,146.0,1.0
92.0,171.0,1.0
82.0,151.0,1.0
86.0,145.0,1.0
87.0,155.0,1.0
100.0,103.0,1.0
81.0,144.0,1.0
88.0,181.0,1.0
81.0,163.0,1.0
99.0,104.0,1.0
88.0,159.0,1.0
98.0,154.0,1.0
95.0,138.0,1.0
92.0,167.0,1.0
94.0,148.0,1.0
86.0,193.0,1.0
100.0,114.0,1.0
89.0,191.0,1.0
97.0,165.0,1.0
98.0,116.0,1.0
84.0,108.0,1.0
81.0,158.0,1.0
81.0,154.0,1.0
82.0,198.0,1.0
88.0,155.0,1.0
84.0,180.0,1.0
97.0,137.0,1.0
100.0,187.0,1.0
95.0,174.0,1.0
98.0,152.0,1.0
86.0,176.0,1.0
92.0,164.0,1.0
96.0,127.0,1.0
98.0,198.0,1.0
91.0,149.0,1.0
83.0,153.0,1.0
86.0,175.0,1.0
92.0,106.0,1.0
95.0,146.0,1.0
89.0,104.0,1.0
98.0,170.0,1.0
95.0,103.0,1.0
86.0,184.0,1.0
83.0,100.0,1.0
86.0,146.0,1.0
98.0,107.0,1.0
88.0,162.0,1.0
94.0,147.0,1.0
90.0,132.0,1.0
84.0,100.0,1.0
84.0,172.0,1.0
87.0,138.0,1.0
84.0,175.0,1.0
94.0,146.0,1.0
98.0,172.0,1.0
99.0,111.0,1.0
97.0,158.0,1.0
88.0,183.0,1.0
93.0,162.0,1.0
82.0,104.0,1.0
89.0,129.0,1.0
95.0,159.0,1.0
98.0,108.0,1.0
88.0,161.0,1.0
99.0,200.0,1.0
86.0,185.0,1.0
98.0,157.0,1.0
100.0,143.0,1.0
88.0,128.0,1.0
92.0,100.0,1.0
96.0,184.0,1.0
85.0,116.0,1.0
90.0,171.0,1.0
98.0,197.0,1.0
90.0,178.0,1.0
92.0,159.0,1.0
96.0,172.0,1.0
99.0,107.0,1.0
82.0,175.0,1.0
83.0,200.0,1.0
83.0,113.0,1.0
87.0,163.0,1.0
96.0,105.0,1.0
100.0,188.0,1.0
98.0,182.0,1.0
97.0,124.0,1.0
88.0,132.0,1.0
89.0,107.0,1.0
84.0,149.0,1.0
83.0,160.0,1.0
85.0,129.0,1.0
96.0,124.0,1.0
88.0,155.0,1.0
86.0,195.0,1.0
81.0,173.0,1.0
81.0,159.0,1.0
89.0,107.0,1.0
96.0,145.0,1.0
81.0,128.0,1.0
96.0,162.0,1.0
94.0,153.0,1.0
97.0,129.0,1.0
83.0,185.0,1.0
93.0,171.0,1.0
97.0,149.0,1.0
82.0,171.0,1.0
87.0,175.0,1.0
88.0,180.0,1.0
92.0,165.0,1.0
98.0,195.0,1.0
90.0,125.0,1.0
92.0,199.0,1.0
100.0,160.0,1.0
87.0,101.0,1.0
89.0,175.0,1.0
88.0,195.0,1.0
83.0,127.0,1.0
83.0,107.0,1.0
91.0,111.0,1.0
87.0,132.0,1.0
99.0,189.0,1.0
92.0,189.0,1.0
84.0,157.0,1.0
93.0,118.0,1.0
91.0,195.0,1.0
94.0,153.0,1.0
86.0,170.0,1.0
93.0,132.0,1.0
92.0,169.0,1.0
96.0,119.0,1.0
89.0,176.0,1.0
100.0,162.0,1.0
99.0,113.0,1.0
89.0,158.0,1.0
93.0,103.0,1.0
95.0,181.0,1.0
90.0,115.0,1.0
91.0,138.0,1.0
89.0,166.0,1.0
95.0,186.0,1.0
100.0,171.0,1.0
86.0,126.0,1.0
81.0,170.0,1.0
83.0,155.0,1.0
86.0,111.0,1.0
84.0,130.0,1.0
98.0,144.0,1.0
85.0,159.0,1.0
85.0,100.0,1.0
98.0,186.0,1.0
99.0,193.0,1.0
98.0,139.0,1.0
100.0,162.0,1.0
98.0,185.0,1.0
94.0,132.0,1.0
93.0,178.0,1.0
85.0,160.0,1.0
91.0,120.0,1.0
97.0,106.0,1.0
85.0,188.0,1.0
90.0,169.0,1.0
90.0,103.0,1.0
86.0,180.0,1.0
100.0,178.0,1.0
91.0,111.0,1.0
86.0,118.0,1.0
99.0,174.0,1.0
100.0,196.0,1.0
91.0,166.0,1.0
95.0,152.0,1.0
86.0,158.0,1.0
84.0,143.0,1.0
98.0,141.0,1.0
94.0,177.0,1.0
85.0,200.0,1.0
94.0,102.0,1.0
86.0,183.0,1.0
89.0,114.0,1.0
95.0,122.0,1.0
98.0,167.0,1.0
96.0,179.0,1.0
89.0,143.0,1.0
98.0,181.0,1.0
94.0,107.0,1.0
86.0,108.0,1.0
85.0,198.0,1.0
82.0,200.0,1.0
98.0,119.0,1.0
84.0,184.0,1.0
87.0,181.0,1.0
93.0,151.0,1.0
82.0,125.0,1.0
90.0,117.0,1.0
93.0,120.0,1.0
95.0,165.0,1.0
91.0,195.0,1.0
90.0,141.0,1.0
86.0,184.0,1.0
99.0,165.0,1.0
90.0,112.0,1.0
87.0,119.0,1.0
88.0,182.0,1.0
81.0,100.0,1.0
88.0,122.0,1.0
85.0,146.0,1.0
95.0,193.0,1.0
97.0,110.0,1.0
83.0,197.0,1.0
89.0,163.0,1.0
85.0,149.0,1.0
85.0,185.0,1.0
96.0,100.0,1.0
99.0,173.0,1.0
93.0,188.0,1.0
98.0,108.0,1.0
98.0,190.0,1.0
88.0,189.0,1.0
92.0,125.0,1.0
92.0,139.0,1.0
82.0,111.0,1.0
88.0,107.0,1.0
92.0,132.0,1.0
97.0,115.0,1.0
94.0,128.0,1.0
86.0,155.0,1.0
81.0,190.0,1.0
89.0,169.0,1.0
87.0,155.0,1.0
97.0,162.0,1.0
88.0,148.0,1.0
81.0,118.0,1.0
96.0,110.0,1.0
93.0,188.0,1.0
96.0,187.0,1.0
98.0,132.0,1.0
85.0,114.0,1.0
87.0,143.0,1.0
100.0,124.0,1.0
100.0,106.0,1.0
99.0,161.0,1.0
99.0,189.0,1.0
91.0,125.0,1.0
83.0,169.0,1.0
92.0,114.0,1.0
86.0,199.0,1.0
88.0,165.0,1.0
92.0,159.0,1.0
88.0,177.0,1.0
94.0,142.0,1.0
98.0,115.0,1.0
95.0,138.0,1.0
82.0,180.0,1.0
83.0,180.0,1.0
100.0,174.0,1.0
100.0,146.0,1.0
83.0,145.0,1.0
98.0,157.0,1.0
96.0,188.0,1.0
86.0,137.0,1.0
86.0,140.0,1.0
92.0,165.0,1.0
82.0,168.0,1.0
89.0,168.0,1.0
81.0,126.0,1.0
85.0,140.0,1.0
90.0,199.0,1.0
90.0,159.0,1.0
87.0,156.0,1.0
81.0,170.0,1.0
82.0,134.0,1.0
84.0,184.0,1.0
98.0,101.0,1.0
100.0,167.0,1.0
83.0,163.0,1.0
89.0,152.0,1.0
84.0,159.0,1.0
95.0,159.0,1.0
84.0,149.0,1.0
87.0,133.0,1.0
100.0,146.0,1.0
84.0,141.0,1.0
89.0,121.0,1.0
86.0,120.0,1.0
100.0,162.0,1.0
88.0,128.0,1.0
86.0,168.0,1.0
99.0,148.0,1.0
91.0,167.0,1.0
92.0,113.0,1.0
97.0,116.0,1.0
97.0,166.0,1.0
90.0,115.0,1.0
96.0,151.0,1.0
85.0,112.0,1.0
95.0,129.0,1.0
84.0,151.0,1.0
95.0,104.0,1.0
92.0,142.0,1.0
88.0,113.0,1.0
89.0,136.0,1.0
82.0,145.0,1.0
91.0,120.0,1.0
98.0,140.0,1.0
99.0,110.0,1.0
96.0,159.0,1.0
88.0,144.0,1.0
89.0,145.0,1.0
92.0,164.0,1.0
86.0,147.0,1.0
100.0,171.0,1.0
93.0,191.0,1.0
85.0,189.0,1.0
94.0,139.0,1.0
83.0,188.0,1.0
100.0,120.0,1.0
83.0,133.0,1.0
87.0,111.0,1.0
83.0,106.0,1.0
83.0,161.0,1.0
86.0,178.0,1.0
91.0,185.0,1.0
91.0,123.0,1.0
84.0,171.0,1.0
100.0,150.0,1.0
97.0,149.0,1.0
89.0,171.0,1.0
82.0,127.0,1.0
86.0,178.0,1.0
100.0,116.0,1.0
82.0,191.0,1.0
99.0,200.0,1.0
82.0,199.0,1.0
97.0,197.0,1.0
86.0,129.0,1.0
96.0,197.0,1.0
83.0,113.0,1.0
100.0,193.0,1.0
96.0,150.0,1.0
91.0,180.0,1.0
89.0,176.0,1.0
94.0,123.0,1.0
92.0,200.0,1.0
89.0,107.0,1.0
83.0,154.0,1.0
88.0,165.0,1.0
93.0,158.0,1.0
98.0,169.0,1.0
98.0,114.0,1.0
91.0,145.0,1.0
84.0,109.0,1.0
94.0,116.0,1.0
84.0,115.0,1.0
98.0,144.0,1.0
91.0,186.0,1.0
100.0,138.0,1.0
92.0,152.0,1.0
99.0,195.0,1.0
95.0,108.0,1.0
90.0,152.0,1.0
91.0,148.0,1.0
90.0,185.0,1.0
81.0,152.0,1.0
94.0,176.0,1.0
93.0,148.0,1.0
83.0,164.0,1.0
95.0,197.0,1.0
81.0,144.0,1.0
93.0,127.0,1.0
87.0,183.0,1.0
83.0,138.0,1.0
83.0,118.0,1.0
95.0,119.0,1.0
87.0,143.0,1.0
89.0,104.0,1.0
90.0,186.0,1.0
100.0,146.0,1.0
90.0,166.0,1.0
89.0,117.0,1.0
99.0,100.0,1.0
89.0,199.0,1.0
85.0,113.0,1.0
89.0,130.0,1.0
89.0,167.0,1.0
82.0,192.0,1.0
86.0,120.0,1.0
95.0,120.0,1.0
83.0,103.0,1.0
85.0,131.0,1.0
84.0,123.0,1.0
93.0,147.0,1.0
98.0,162.0,1.0
96.0,109.0,1.0
89.0,148.0,1.0
82.0,172.0,1.0
96.0,113.0,1.0
90.0,143.0,1.0
97.0,198.0,1.0
79.0,148.0,1.0
78.0,141.0,1.0
70.0,146.0,1.0
79.0,146.0,1.0
77.0,141.0,1.0
75.0,145.0,1.0
73.0,140.0,1.0
75.0,145.0,1.0
73.0,150.0,1.0
77.0,148.0,1.0
72.0,149.0,1.0
76.0,140.0,1.0
74.0,146.0,1.0
75.0,145.0,1.0
70.0,140.0,1.0
74.0,140.0,1.0
75.0,146.0,1.0
80.0,141.0,1.0
79.0,146.0,1.0
76.0,146.0,1.0
77.0,146.0,1.0
73.0,150.0,1.0
70.0,145.0,1.0
79.0,150.0,1.0
79.0,148.0,1.0
78.0,148.0,1.0
75.0,144.0,1.0
79.0,140.0,1.0
71.0,144.0,1.0
79.0,149.0,1.0
70.0,147.0,1.0
70.0,148.0,1.0
70.0,140.0,1.0
78.0,142.0,1.0
76.0,147.0,1.0
74.0,150.0,1.0
74.0,141.0,1.0
74.0,140.0,1.0
75.0,150.0,1.0
74.0,149.0,1.0
78.0,148.0,1.0
75.0,143.0,1.0
78.0,147.0,1.0
72.0,147.0,1.0
74.0,147.0,1.0
78.0,150.0,1.0
71.0,148.0,1.0
80.0,149.0,1.0
73.0,150.0,1.0
71.0,147.0,1.0
73.0,145.0,1.0
78.0,149.0,1.0
76.0,150.0,1.0
78.0,144.0,1.0
71.0,142.0,1.0
74.0,149.0,1.0
73.0,141.0,1.0
79.0,146.0,1.0
78.0,143.0,1.0
76.0,147.0,1.0
78.0,150.0,1.0
72.0,146.0,1.0
79.0,150.0,1.0
80.0,146.0,1.0
80.0,145.0,1.0
70.0,141.0,1.0
71.0,147.0,1.0
78.0,143.0,1.0
75.0,140.0,1.0
73.0,145.0,1.0
79.0,149.0,1.0
73.0,143.0,1.0
80.0,150.0,1.0
76.0,144.0,1.0
72.0,144.0,1.0
79.0,146.0,1.0
70.0,145.0,1.0
75.0,143.0,1.0
79.0,149.0,1.0
80.0,145.0,1.0
78.0,143.0,1.0
74.0,143.0,1.0
78.0,141.0,1.0
76.0,149.0,1.0
79.0,147.0,1.0
72.0,140.0,1.0
79.0,147.0,1.0
76.0,142.0,1.0
70.0,146.0,1.0
71.0,143.0,1.0
76.0,142.0,1.0
72.0,143.0,1.0
76.0,145.0,1.0
80.0,142.0,1.0
80.0,146.0,1.0
75.0,143.0,1.0
79.0,149.0,1.0
72.0,141.0,1.0
71.0,140.0,1.0
80.0,143.0,1.0
116.0,156.0,2.0
119.0,160.0,2.0
116.0,166.0,2.0
114.0,184.0,2.0
116.0,182.0,2.0
110.0,162.0,2.0
118.0,163.0,2.0
112.0,183.0,2.0
112.0,177.0,2.0
114.0,164.0,2.0
115.0,120.0,2.0
112.0,180.0,2.0
111.0,186.0,2.0
114.0,118.0,2.0
117.0,125.0,2.0
115.0,112.0,2.0
116.0,182.0,2.0
110.0,128.0,2.0
115.0,136.0,2.0
114.0,182.0,2.0
114.0,118.0,2.0
113.0,155.0,2.0
116.0,112.0,2.0
114.0,112.0,2.0
111.0,110.0,2.0
115.0,110.0,2.0
118.0,196.0,2.0
116.0,160.0,2.0
119.0,155.0,2.0
111.0,142.0,2.0
118.0,107.0,2.0
114.0,118.0,2.0
110.0,178.0,2.0
114.0,167.0,2.0
112.0,167.0,2.0
117.0,175.0,2.0
114.0,111.0,2.0
117.0,176.0,2.0
115.0,126.0,2.0
113.0,142.0,2.0
115.0,164.0,2.0
111.0,128.0,2.0
115.0,127.0,2.0
116.0,153.0,2.0
117.0,138.0,2.0
119.0,149.0,2.0
119.0,110.0,2.0
118.0,147.0,2.0
113.0,186.0,2.0
113.0,177.0,2.0
117.0,164.0,2.0
111.0,130.0,2.0
117.0,194.0,2.0
117.0,104.0,2.0
115.0,200.0,2.0
112.0,153.0,2.0
112.0,134.0,2.0
119.0,148.0,2.0
113.0,196.0,2.0
111.0,138.0,2.0
118.0,149.0,2.0
110.0,167.0,2.0
114.0,112.0,2.0
119.0,130.0,2.0
113.0,119.0,2.0
